0.00555631,0.0592055
0.00555562,0.0593033
0.00555438,0.0594725
0.00555267,0.0596978
0.00555054,0.0599676
0.00554806,0.0602724
0.00554526,0.0606051
0.00554217,0.0609596
0.00553882,0.0613312
0.00553523,0.0617158
0.00553142,0.0621102
0.00552741,0.0625115
0.00552321,0.0629175
0.00551884,0.0633262
0.0055143,0.0637357
0.00550961,0.0641447
0.00550477,0.0645519
0.00549978,0.0649562
0.00549467,0.0653565
0.00548943,0.065752
0.00548406,0.0661421
0.00547858,0.0665257
0.0054758,0.066715
0.00547015,0.0670883
0.00546439,0.067454
0.00545853,0.0678116
0.00545258,0.0681607
0.00544652,0.0685009
0.00544037,0.068832
0.00543413,0.0691535
0.0054278,0.0694653
0.00542138,0.0697671
0.00541488,0.0700586
0.0054083,0.0703397
0.00540163,0.0706101
0.00539489,0.0708698
0.00538807,0.0711184
0.00538117,0.071356
0.0053742,0.0715823
0.00536716,0.0717973
0.00536005,0.0720008
0.00535286,0.0721927
0.00534561,0.072373
0.0053383,0.0725415
0.00533091,0.0726983
0.00532346,0.0728431
0.00531595,0.072976
0.00530838,0.0730969
0.00530074,0.0732057
0.00529305,0.0733025
0.0052853,0.0733871
0.00527749,0.0734595
0.00526962,0.0735197
0.00526169,0.0735677
0.00525371,0.0736034
0.00524568,0.0736269
0.00523759,0.073638
0.00522945,0.0736368
0.00522126,0.0736233
0.00521302,0.0735975
0.00520473,0.0735593
0.00519639,0.0735087
0.00518801,0.0734459
0.00517957,0.0733706
0.00517109,0.0732831
0.00516257,0.0731832
0.005154,0.0730709
0.00514538,0.0729464
0.00513672,0.0728095
0.00512802,0.0726603
0.00511928,0.0724988
0.0051105,0.0723251
0.00510168,0.0721391
0.00509282,0.0719408
0.00508392,0.0717303
0.00507498,0.0715077
0.00506601,0.0712728
0.005057,0.0710259
0.00504796,0.0707667
0.00503888,0.0704955
0.00502976,0.0702122
0.00502062,0.0699168
0.00501144,0.0696095
0.00500223,0.0692901
0.00499299,0.0689588
0.00498372,0.0686155
0.00497442,0.0682604
0.00496509,0.0678933
0.00495573,0.0675145
0.00494635,0.0671238
0.00493693,0.0667214
0.0049275,0.0663073
0.00491803,0.0658814
0.00490855,0.0654439
0.00489904,0.0649948
0.0048895,0.0645342
0.00487995,0.0640619
0.00487037,0.0635782
0.00486077,0.063083
0.00485115,0.0625764
0.00484152,0.0620584
0.00483186,0.0615291
0.00482218,0.0609885
0.00481249,0.0604366
0.00480278,0.0598735
0.00479305,0.0592992
0.00478331,0.0587138
0.00477355,0.0581173
0.00476378,0.0575098
0.004754,0.0568912
0.0047442,0.0562617
0.00473439,0.0556213
0.00472456,0.05497
0.00471473,0.0543079
0.00470489,0.053635
0.00469503,0.0529514
0.00468517,0.052257
0.0046753,0.0515521
0.00466542,0.0508365
0.00465553,0.0501103
0.00464563,0.0493737
0.00463573,0.0486265
0.00462583,0.047869
0.00461592,0.047101
0.004606,0.0463228
0.00459608,0.0455342
0.00458616,0.0447354
0.00457623,0.0439264
0.0045663,0.0431072
0.00455637,0.0422779
0.00454644,0.0414386
0.00453651,0.0405892
0.00452658,0.0397298
0.00451665,0.0388605
0.00450672,0.0379814
0.00449679,0.0370923
0.00448687,0.0361935
0.00447694,0.0352849
0.00446702,0.0343666
0.00445711,0.0334386
0.00444719,0.032501
0.00443729,0.0315538
0.00442738,0.0305971
0.00441749,0.0296309
0.0044076,0.0286552
0.00439771,0.0276701
0.00438784,0.0266756
0.00437797,0.0256718
0.00436811,0.0246587
0.00435825,0.0236363
0.00434841,0.0226048
0.00433857,0.021564
0.00432875,0.0205142
0.00431893,0.0194552
0.00430913,0.0183873
0.00429934,0.0173103
0.00428956,0.0162243
0.00427979,0.0151295
0.00427003,0.0140257
0.00426028,0.0129131
0.00425055,0.0117917
0.00424083,0.0106615
0.00423113,0.0095226
0.00422144,0.00837499
0.00421176,0.00721873
0.0042021,0.00605385
0.00419246,0.00488039
0.00418283,0.00369839
0.00417321,0.00250788
0.00416362,0.00130893
0.00415403,0.000102004
