0.0042 0.395746 0.00221333 4 1 0
0.00417886 0.390533 0.0022605 3 1 0
0.00421416 0.383417 0.00242754 3 1 0
0.00421564 0.383142 0.00243467 3 1 0
0.00421806 0.382657 0.00244651 3 1 0
0.00422048 0.382172 0.00245841 3 1 0
0.0042229 0.381692 0.00247031 3 1 0
0.00422532 0.381212 0.00248233 3 1 0
0.00422774 0.380731 0.0024944 3 1 0
0.00423016 0.380245 0.00250651 3 1 0
0.00423258 0.379766 0.00251869 3 1 0
0.004235 0.379286 0.00253092 3 1 0
0.00423742 0.3788 0.0025432 3 1 0
0.00423984 0.378322 0.00255555 3 1 0
0.00424227 0.377843 0.00256795 3 1 0
0.00424469 0.377362 0.00258039 3 1 0
0.00424711 0.376884 0.00259289 3 1 0
0.00424954 0.376406 0.00260546 3 1 0
0.00425196 0.375926 0.00261808 3 1 0
0.00425439 0.375449 0.00263075 3 1 0
0.00425681 0.374971 0.00264348 3 1 0
0.00425924 0.374493 0.00265628 3 1 0
0.00426166 0.374016 0.00266912 3 1 0
0.00426409 0.373538 0.00268201 3 1 0
0.00426652 0.37306 0.00269499 3 1 0
0.00426894 0.372584 0.002708 3 1 0
0.00427137 0.372107 0.00272107 3 1 0
0.0042738 0.37163 0.00273421 3 1 0
0.00427623 0.371153 0.0027474 3 1 0
0.00427866 0.370676 0.00276064 3 1 0
0.00428108 0.370203 0.00277394 3 1 0
0.00428351 0.369727 0.0027873 3 1 0
0.00428594 0.369251 0.00280072 3 1 0
0.00428837 0.368777 0.0028142 3 1 0
0.0042908 0.368303 0.00282774 3 1 0
0.00429323 0.367829 0.00284133 3 1 0
0.00429566 0.367355 0.00285499 3 1 0
0.00429809 0.366882 0.0028687 3 1 0
0.00430052 0.366408 0.00288248 3 1 0
0.00430295 0.365935 0.00289633 3 1 0
0.00430539 0.365461 0.00291024 3 1 0
0.00430782 0.364988 0.0029242 3 1 0
0.00431025 0.364515 0.00293821 3 1 0
0.00431268 0.364042 0.0029523 3 1 0
0.00431511 0.363569 0.00296645 3 1 0
0.00431755 0.363102 0.00298061 3 1 0
0.00431998 0.362629 0.00299487 3 1 0
0.00432241 0.362157 0.0030092 3 1 0
0.00432485 0.361691 0.00302361 3 1 0
0.00432728 0.36122 0.00303805 3 1 0
0.00432971 0.360749 0.00305256 3 1 0
0.00433215 0.360283 0.00306718 3 1 0
0.00433458 0.359813 0.0030818 3 1 0
0.00433701 0.359343 0.00309649 3 1 0
0.00433945 0.358876 0.00311129 3 1 0
0.00434188 0.358407 0.0031261 3 1 0
0.00434432 0.357938 0.00314098 3 1 0
0.00434675 0.357473 0.00315597 3 1 0
0.00434918 0.357004 0.00317098 3 1 0
0.00435162 0.356536 0.00318604 3 1 0
0.00435405 0.356073 0.00320123 3 1 0
0.00435649 0.355606 0.00321642 3 1 0
0.00435892 0.355139 0.00323168 3 1 0
0.00436136 0.354674 0.00324706 3 1 0
0.00436379 0.354208 0.00326245 3 1 0
0.00436623 0.353741 0.0032779 3 1 0
0.00436866 0.353279 0.00329345 3 1 0
0.0043711 0.352813 0.00330903 3 1 0
0.00437354 0.352347 0.00332468 3 1 0
0.00437597 0.351884 0.00334043 3 1 0
0.00437841 0.351419 0.00335622 3 1 0
0.00438084 0.350957 0.00337207 3 1 0
0.00438328 0.350497 0.00338798 3 1 0
0.00438571 0.350032 0.00340397 3 1 0
0.00438815 0.349569 0.00342002 3 1 0
0.00439058 0.349115 0.00343625 3 1 0
0.00439302 0.348653 0.00345243 3 1 0
0.00439546 0.348191 0.00346869 3 1 0
0.00439789 0.347728 0.00348503 3 1 0
0.00440033 0.347266 0.00350142 3 1 0
0.00440276 0.346804 0.00351788 3 1 0
0.0044052 0.346351 0.00353442 3 1 0
0.00440763 0.34589 0.00355101 3 1 0
0.00441007 0.34543 0.00356768 3 1 0
0.0044125 0.344973 0.00358438 3 1 0
0.00441494 0.344514 0.00360119 3 1 0
0.00441737 0.344054 0.00361807 3 1 0
0.00441981 0.343595 0.00363509 3 1 0
0.00442225 0.343136 0.0036521 3 1 0
0.00442468 0.34268 0.00366919 3 1 0
0.00442712 0.342224 0.00368649 3 1 0
0.00442955 0.341769 0.00370371 3 1 0
0.00443199 0.341314 0.003721 3 1 0
0.00443442 0.340859 0.00373846 3 1 0
0.00443685 0.340405 0.00375589 3 1 0
0.00443929 0.339951 0.00377339 3 1 0
0.00444172 0.339496 0.00379113 3 1 0
0.00444416 0.339042 0.00380877 3 1 0
0.00444659 0.338588 0.00382648 3 1 0
0.00444903 0.338133 0.00384436 3 1 0
0.00445146 0.337679 0.00386224 3 1 0
0.00445389 0.337225 0.00388017 3 1 0
0.00445633 0.336773 0.00389812 3 1 0
0.00445876 0.33632 0.00391625 3 1 0
0.00446119 0.335866 0.00393445 3 1 0
0.00446363 0.335419 0.00395273 3 1 0
0.00446606 0.334968 0.00397105 3 1 0
0.00446849 0.334517 0.00398942 3 1 0
0.00447092 0.334066 0.00400786 3 1 0
0.00447336 0.333616 0.00402643 3 1 0
0.00447579 0.333166 0.00404508 3 1 0
0.00447822 0.332717 0.00406375 3 1 0
0.00448065 0.332267 0.00408254 3 1 0
0.00448308 0.331818 0.00410139 3 1 0
0.00448551 0.33137 0.0041203 3 1 0
0.00448794 0.330921 0.00413932 3 1 0
0.00449037 0.330473 0.00415836 3 1 0
0.0044928 0.330026 0.00417754 3 1 0
0.00449523 0.329578 0.00419674 3 1 0
0.00449766 0.329131 0.00421602 3 1 0
0.00450009 0.328685 0.00423534 3 1 0
0.00450252 0.328239 0.00425478 3 1 0
0.00450495 0.327793 0.00427429 3 1 0
0.00450738 0.327347 0.00429382 3 1 0
0.00450981 0.326902 0.0043135 3 1 0
0.00451224 0.326458 0.00433325 3 1 0
0.00451466 0.326013 0.00435335 3 1 0
0.00451709 0.325569 0.00437325 3 1 0
0.00451952 0.325126 0.00439322 3 1 0
0.00452194 0.324682 0.0044133 3 1 0
0.00452437 0.32424 0.00443349 3 1 0
0.0045268 0.323797 0.00445376 3 1 0
0.00452922 0.323355 0.00447398 3 1 0
0.00453165 0.322913 0.00449441 3 1 0
0.00453407 0.322471 0.00451491 3 1 0
0.0045365 0.322029 0.00453536 3 1 0
0.00453892 0.321588 0.00455602 3 1 0
0.00454135 0.321146 0.00457677 3 1 0
0.00454377 0.320708 0.00459753 3 1 0
0.00454619 0.320267 0.00461843 3 1 0
0.00454861 0.319827 0.00463942 3 1 0
0.00455104 0.319389 0.00466039 3 1 0
0.00455346 0.31895 0.00468153 3 1 0
0.00455588 0.318511 0.00470277 3 1 0
0.0045583 0.318073 0.00472399 3 1 0
0.00456072 0.317634 0.00474538 3 1 0
0.00456314 0.317195 0.00476686 3 1 0
0.00456556 0.316762 0.00478838 3 1 0
0.00456798 0.316324 0.00481003 3 1 0
0.0045704 0.315887 0.00483176 3 1 0
0.00457282 0.315454 0.00485359 3 1 0
0.00457524 0.315018 0.00487549 3 1 0
0.00457765 0.314582 0.00489747 3 1 0
0.00458007 0.314148 0.00491938 3 1 0
0.00458249 0.313713 0.00494152 3 1 0
0.0045849 0.313279 0.00496376 3 1 0
0.00458732 0.312845 0.00498611 3 1 0
0.00458973 0.312411 0.0050085 3 1 0
0.00459215 0.311977 0.00503093 3 1 0
0.00459456 0.311545 0.00505341 3 1 0
0.00459697 0.311112 0.00507607 3 1 0
0.00459939 0.310679 0.00509882 3 1 0
0.0046018 0.310248 0.00512152 3 1 0
0.00460421 0.309815 0.00514444 3 1 0
0.00460662 0.309383 0.00516744 3 1 0
0.00460903 0.308955 0.00519041 3 1 0
